,e__x0_Adelaide,e__x0_Albany,e__x0_Albury,e__x0_AliceSprings,e__x0_BadgerysCreek,e__x0_Ballarat,e__x0_Bendigo,e__x0_Brisbane,e__x0_Cairns,e__x0_Canberra,e__x0_Cobar,e__x0_CoffsHarbour,e__x0_Dartmoor,e__x0_Darwin,e__x0_GoldCoast,e__x0_Hobart,e__x0_Katherine,e__x0_Launceston,e__x0_Melbourne,e__x0_MelbourneAirport,e__x0_Mildura,e__x0_Moree,e__x0_MountGambier,e__x0_MountGinini,e__x0_Newcastle,e__x0_Nhil,e__x0_NorahHead,e__x0_NorfolkIsland,e__x0_Nuriootpa,e__x0_PearceRAAF,e__x0_Penrith,e__x0_Perth,e__x0_PerthAirport,e__x0_Portland,e__x0_Richmond,e__x0_Sale,e__x0_SalmonGums,e__x0_Sydney,e__x0_SydneyAirport,e__x0_Townsville,e__x0_Tuggeranong,e__x0_Uluru,e__x0_WaggaWagga,e__x0_Walpole,e__x0_Watsonia,e__x0_Williamtown,e__x0_Witchcliffe,e__x0_Wollongong,e__x0_Woomera,e__x1_E,e__x1_ENE,e__x1_ESE,e__x1_N,e__x1_NE,e__x1_NNE,e__x1_NNW,e__x1_NW,e__x1_S,e__x1_SE,e__x1_SSE,e__x1_SSW,e__x1_SW,e__x1_W,e__x1_WNW,e__x1_WSW,e__x2_No,e__x2_Yes,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm
17491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,12.1745535404072,26.5,0,5.529650670857005,7.593608328940433,39.76258886255924,,,9.0,18.520092735703244,81.0,51.32602058927937,1017.641765248118,1015.2582092075936,0,4.520282800185443,18.0,21.693805996472665
40121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,5.6,16.5,0,5.529650670857005,7.593608328940433,35.0,,,19.0,26.0,62.0,44.0,1024.7,1021.7,4.444383016364441,4.520282800185443,10.3,15.1
78248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,12.2,18.8,0,8.4,0,48.0,,,13.0,15.0,43.0,90.0,1009.0,1007.9,8.0,8.0,17.8,13.8
123057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,13.9,26.1,0,5.8,9.5,35.0,,,17.0,7.0,50.0,27.0,1027.0,1024.0,1.0,1.0,17.7,25.6
113929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,2.7,17.6,0.2,5.529650670857005,7.593608328940433,22.0,,,2.0,7.0,99.0,58.0,1031.4,1027.3,4.444383016364441,4.520282800185443,7.6,15.8
13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,15.5,31.6,0,12.0,13.5,41.0,,,9.0,20.0,41.0,20.0,1010.2,1007.8,1.0,5.0,24.6,30.8
107567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,9.0,25.1,0,5.529650670857005,7.593608328940433,24.0,,,13.0,13.0,48.0,23.0,1023.7,1019.4,4.444383016364441,4.520282800185443,16.2,24.6
81189,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10.1,11.9,8.6,3.2,0,65.0,,,30.0,24.0,85.0,95.0,1005.6,1002.4,4.444383016364441,4.520282800185443,11.4,11.1
50379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,8.2,19.7,0,5.529650670857005,7.593608328940433,54.0,,,7.0,13.0,70.0,52.0,1018.0,1013.1,4.444383016364441,4.520282800185443,12.3,16.5
115968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,11.9,27.0,0,5.529650670857005,11.8,46.0,,,28.0,26.0,44.0,15.0,1025.8,1021.2,1.0,1.0,16.9,26.3
37111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,3.9,11.5,0.4,1.0,6.6,28.0,,,11.0,17.0,91.0,62.0,1024.4,1022.9,7.0,3.0,5.5,11.1
40951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,18.6,23.8,7.4,30.4,7.593608328940433,57.0,,,30.0,43.0,74.0,46.0,1014.2,1017.1,7.0,2.0,19.4,22.4
47177,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,8.4,21.1,0,4.6,6.3,44.0,,,6.0,26.0,76.0,46.0,1018.7,1013.5,8.0,1.0,15.8,20.2
52851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,7.1,21.3,0,5.529650670857005,7.593608328940433,28.0,,,9.0,13.0,99.0,49.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,10.3,20.3
7065,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,17.3,36.8,0,11.4,7.593608328940433,37.0,,,22.0,9.0,19.0,11.0,1012.4,1008.7,6.0,7.0,27.5,35.0
6108,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,16.9,32.8,0,12.4,10.7,30.0,,,2.0,11.0,33.0,14.0,1011.4,1010.1,6.0,3.0,20.4,30.4
5419,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,8.6,36.6,0,5.529650670857005,7.593608328940433,13.0,,,0,4.0,64.0,18.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,19.2,35.4
20250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,19.1,31.8,0,5.529650670857005,7.593608328940433,30.0,,,9.0,20.0,77.0,71.0,1019.2,1017.2,4.444383016364441,4.520282800185443,23.5,30.0
34143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,10.7,22.1,0,5.0,9.6,72.0,,,28.0,35.0,40.0,21.0,1014.9,1011.1,5.0,2.0,15.9,21.3
43843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,9.3,13.7,0,5.529650670857005,7.593608328940433,44.0,,,31.0,31.0,74.0,53.0,1021.4,1021.1,8.0,4.520282800185443,11.5,13.6
40362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,11.5,20.9,1.8,1.6,7.593608328940433,59.0,,,17.0,35.0,75.0,56.0,1020.1,1020.4,1.0,5.0,16.6,18.7
117558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,16.9,27.3,0,5.529650670857005,7.0,41.0,,,26.0,24.0,61.0,44.0,1014.2,1011.2,7.0,7.0,20.7,25.4
18482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,19.3,21.3,19.4,5.529650670857005,7.593608328940433,57.0,,,31.0,28.0,92.0,90.0,1014.6,1015.2,4.444383016364441,4.520282800185443,19.6,20.0
22011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,13.7,18.1,0.2,5.0,7.6,65.0,,,28.0,26.0,64.0,65.0,1019.3,1018.3,3.0,2.0,15.4,16.7
54864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,-4.8,6.2,21.6,5.529650670857005,7.593608328940433,74.0,,,26.0,19.0,59.0,50.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,-1.3,5.5
116837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,12.4,24.9,0,5.529650670857005,10.2,39.0,,,20.0,19.0,48.0,26.0,1025.6,1022.2,4.444383016364441,4.520282800185443,16.8,24.5
97034,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,2.3,14.0,0,5.0,8.4,24.0,,,6.0,7.0,59.0,43.0,1029.2,1025.1,4.444383016364441,4.520282800185443,8.8,13.8
54826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,1.4,10.1,0.8,5.529650670857005,7.593608328940433,48.0,,,13.0,4.0,97.0,69.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,4.0,9.5
75487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0.7,14.1,0,1.0,7.1,33.0,,,9.0,15.0,89.0,54.0,1020.4,1015.7,1.0,5.0,4.6,13.7
77095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,15.5,19.1,5.8,1.2,1.2,46.0,,,17.0,22.0,94.0,73.0,1006.6,1007.7,8.0,8.0,15.9,18.2
139459,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,18.8,32.1,0,4.6,10.7,28.0,,,9.0,19.0,52.0,25.0,1013.9,1010.2,1.0,1.0,24.1,31.3
106205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,16.0,26.1,0,10.2,9.9,57.0,,,6.0,22.0,67.0,17.0,1018.0,1018.7,7.0,7.0,18.1,23.9
8022,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,5.7,18.1,0,3.8,7.593608328940433,39.76258886255924,,,13.964708339134067,18.520092735703244,68.57879977565901,51.32602058927937,1017.641765248118,1015.2582092075936,0,1.0,11.4,17.8
134657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,10.5,14.4,11.2,5.529650670857005,7.593608328940433,57.0,,,13.0,11.0,92.0,44.0,992.0,993.6,4.444383016364441,4.520282800185443,10.5,13.1
113449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,12.1,27.5,0,5.529650670857005,7.593608328940433,48.0,,,13.0,28.0,65.0,60.0,1016.4,1016.1,4.444383016364441,4.520282800185443,20.7,25.0
96865,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,15.6,33.9,0,21.2,13.9,35.0,,,2.0,19.0,34.0,24.0,1018.9,1017.5,4.444383016364441,4.520282800185443,23.4,30.2
83436,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,11.3,24.0,0.2,4.8,10.5,39.0,,,4.0,20.0,69.0,48.0,1029.0,1025.3,4.444383016364441,4.520282800185443,14.0,22.7
110125,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,12.5,15.6,0,1.8,0,39.76258886255924,,,11.0,11.0,84.0,67.0,1035.3,1033.5,8.0,8.0,13.3,15.1
96093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,26.0,34.7,0,12.0,7.593608328940433,33.0,,,19.0,20.0,66.0,54.0,1011.9,1007.7,1.0,4.520282800185443,30.2,32.7
42062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,22.2,27.7,1.0,5.529650670857005,7.593608328940433,46.0,,,28.0,28.0,70.0,59.0,1018.4,1018.2,2.0,8.0,25.3,26.4
22060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,15.6,19.5,1.8,2.6,10.4,37.0,,,15.0,24.0,75.0,59.0,1019.3,1017.9,2.0,1.0,17.9,18.7
72691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0.6,13.6,1.4,0.8,7.593608328940433,37.0,,,15.0,19.0,95.0,63.0,1024.1,1022.5,1.0,4.0,4.3,12.7
24550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,20.2,30.3,2.2,5.529650670857005,7.593608328940433,39.76258886255924,,,2.0,17.0,78.0,64.0,1017.641765248118,1015.2582092075936,4.444383016364441,4.520282800185443,24.0,27.7
49967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.5,17.3,0,5.529650670857005,7.593608328940433,17.0,,,0,9.0,91.0,40.0,1025.3,1022.3,4.444383016364441,4.520282800185443,4.6,17.1
143757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,21.5,35.0,0,8.0,7.593608328940433,30.0,,,2.0,17.0,73.0,51.32602058927937,1011.1,1008.0,6.0,4.520282800185443,26.5,21.693805996472665
114595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1.0,0,10.5,21.3,0.4,5.529650670857005,7.593608328940433,35.0,,,6.0,13.0,99.0,60.0,1021.5,1020.2,4.444383016364441,4.520282800185443,15.3,20.5
42058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,16.2,31.9,0,7.6,12.2,37.0,,,11.0,20.0,67.0,39.0,1021.5,1017.6,1.0,1.0,24.0,30.8
45447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,23.6,28.3,0,5.529650670857005,7.593608328940433,57.0,,,13.0,11.0,75.0,73.0,1011.6,1010.6,4.444383016364441,4.520282800185443,25.8,27.6
89716,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,24.1,31.6,9.0,8.1,4.9,46.0,,,15.0,22.0,80.0,67.0,1014.4,1011.8,8.0,0,27.2,30.0
55494,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,9.5,27.6,0,5.529650670857005,7.593608328940433,39.0,,,13.0,19.0,54.0,31.0,1017.8,1017.9,0,4.520282800185443,19.3,26.3
17485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,15.0,35.1,0,5.529650670857005,7.593608328940433,39.76258886255924,,,4.0,18.520092735703244,53.0,51.32602058927937,1017.641765248118,1015.2582092075936,3.0,4.520282800185443,22.1,21.693805996472665
72839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,14.1,27.3,0,13.4,12.7,50.0,,,17.0,24.0,61.0,24.0,1014.0,1012.6,6.0,4.0,17.8,26.3
3364,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,21.8,35.3,0.4,5.529650670857005,7.593608328940433,33.0,,,17.0,17.0,45.0,30.0,1010.6,1005.9,4.444383016364441,4.520282800185443,26.6,34.6
12196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,6.2,24.7,0,4.0,10.4,33.0,,,13.0,17.0,42.0,17.0,1021.2,1017.6,0,1.0,16.8,24.1
92624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,10.8,22.4,0.2,5.529650670857005,7.593608328940433,35.0,,,17.0,26.0,35.0,43.0,1022.1,1019.7,4.444383016364441,4.520282800185443,19.1,20.7
58937,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,22.4,29.3,17.6,6.0,7.593608328940433,56.0,,,9.0,15.0,95.0,78.0,1011.6,1008.2,7.0,7.0,23.3,27.3
95668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,15.6,28.7,0,10.0,10.7,48.0,,,28.0,33.0,48.0,51.0,1022.8,1018.5,1.0,1.0,25.0,26.9
86773,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,16.7,27.6,0,9.0,8.1,48.0,,,9.0,17.0,55.0,53.0,1024.4,1022.6,2.0,7.0,23.1,24.0
96551,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,20.9,34.2,0,9.4,11.8,39.0,,,11.0,20.0,30.0,23.0,1012.8,1010.2,4.444383016364441,4.520282800185443,27.4,32.3
23786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,14.2,18.9,0,4.0,7.593608328940433,33.0,,,13.0,13.0,58.0,54.0,1023.0,1020.7,1.0,2.0,17.3,17.8
